comment,label,cleaned_comment
کارمندان هتل خیلی خوش برخورد بودند .,1,کارمندان هتل خیلی خوش‌برخورد بودند.
نظافت هتل و اتاق‌‌ها هم راضی کننده بود .,1,نظافت هتل و اتاق‌ها هم راضی‌کننده بود.
رسیدگی به اتاق‌ها خیلی ضعیف بود .,0,رسیدگی به اتاق‌ها خیلی ضعیف بود.
از لحاظ دسترسی به حرم خوب بود .,1,از لحاظ دسترسی به حرم خوب بود.
صبحانه در حد خودش خوب بود .,1,صبحانه در حد خودش خوب بود.
نظافت بدو ورود به اتاق‌ها خوب بود .,1,نظافت بدو ورود به اتاق‌ها خوب بود.
در مجموع فضای آرامی داشت .,1,در مجموع فضای آرامی داشت.
از فضای هتل و خدمات و خوش برخوردی کارکنان هتل راضی هستم .,1,از فضای هتل و خدمات و خوش برخوردی کارکنان هتل راضی هستم.
به طور کلی با توجه به قمیتی که می‌پردازید هتل خوبی است و رضایت خواهید داشت .,1,به طور کلی با توجه به قمیتی که می‌پردازید هتل خوبی است و رضایت خواهید داشت.
شاید بتوان گفت برخورد بسیار خوب تمامی کارکنان هتل بهترین مشخصه این هتل است .,1,شاید بتوان گفت برخورد بسیار خوب تمامی کارکنان هتل بهترین مشخصه این هتل است.
از نظر تمیزی با توجه به حساسیتی که بنده به نظافت دارم کاملا قابل قبول و مناسب هست .,1,از نظر تمیزی با توجه به حساسیتی که بنده به نظافت دارم کاملا قابل‌قبول و مناسب هست.
از نظر غذا ما از صبحانه هتل استفاده کردیم که نسبتا خوب بود و راضی بودیم .,1,از نظر غذا ما از صبحانه هتل استفاده کردیم که نسبتا خوب بود و راضی بودیم.
معماری جالبی دارد .,1,معماری جالبی دارد.
غذا‌ها جالب نیست .,0,غذا‌ها جالب نیست.
ممنون از سایت ایران هتل که با قیمت مناسب این هتل‌ها را در اختیار می‌گذارند .,1,ممنون از سایت ایران هتل که با قیمت مناسب این هتل‌ها را در اختیار می‌گذارند.
همه چیز به جز غذا عالی بود .,1,همه چیز به جز غذا عالی بود.
جکوزی داخل اتاق وی‌آی‌پی عالی هست .,1,جکوزی داخل اتاق وی‌آی‌پی عالی هست.
صبحانه خوب هست .,1,صبحانه خوب هست.
ما یک نوبت بیشتر درهتل غذا نخوردیم که راضی نبودیم .,0,ما یک نوبت بیشتر درهتل غذا نخوردیم که راضی نبودیم.
در کل یک هتل نوساز تمیز و با قیمت مناسب .,1,در کل یک هتل نوساز تمیز و با قیمت مناسب.
خیلی خوش گذشت .,1,خیلی خوش گذشت.
هتل خوبی بود .,1,هتل خوبی بود.
هتل تمیز .,1,هتل تمیز.
پرسنل حرفه‌ای .,1,پرسنل حرفه‌ای.
غذای با کیفیتی بود .,1,غذای با کیفیتی بود.
به اتوبوس بی‌آرتی هم نزدیک بود .,1,به اتوبوس بی‌آرتی هم نزدیک بود.
متاسفانه این هتل فاقد پارکینگ بود .,0,متاسفانه این هتل فاقد پارکینگ بود.
استخر هم نداشت .,0,استخر هم نداشت.
همچنین برخورد مدیریت و پرسنل خدماتی بسیار خوب و به جا بود .,1,همچنین برخورد مدیریت و پرسنل خدماتی بسیار خوب و به جا بود.
آرامش در هتل و رستوران قابل لمس بود .,1,آرامش در هتل و رستوران قابل‌لمس بود.
اینترنت به شدت بد بود که شارژ آن در همان لحظه ورود تمام شد .,1,اینترنت به شدت بد بود که شارژ آن در همان لحظه ورود تمام شد.
این هتل از نوع خوب رو به متوسط است .,1,این هتل از نوع خوب‌رو به متوسط است.
جایی است که آرامش را به شما هدیه می‌دهد .,1,جایی است که آرامش را به شما هدیه می‌دهد.
دکوراسیون فوق‌العادهای دارد .,1,دکوراسیون فوق‌العادهای دارد.
محیط و خدمات هتل میامی رضایت‌بخش بود .,1,محیط و خدمات هتل میامی رضایت‌بخش بود.
کارکنان بدون استثنا رفتار خوب دارند .,1,کارکنان بدون استثنا رفتار خوب دارند.
خوب بود .,1,خوب بود.
هتل میامی ظاهری زیبا داشت .,1,هتل میامی ظاهری زیبا داشت.
پرسنل مهربان .,1,پرسنل مهربان.
نسبت به قیمت خوب بود .,1,نسبت به قیمت خوب بود.
اگر سرویسی برای گشت در اماکن دیدنی بود خیلی عالی می‌شد .,1,اگر سرویسی برای گشت در اماکن دیدنی بود خیلی عالی می‌شد.
خوش برخورد .,1,خوش‌برخورد.
خیلی خوب بودند .,1,خیلی خوب بودند.
کارکنان هتل خوب بودند .,1,کارکنان هتل خوب بودند.
تمیزی اتاق هتل در حد عالی نبود .,0,تمیزی اتاق هتل در حد عالی نبود.
هتل تمیز و خوبی هست .,1,هتل تمیز و خوبی هست.
از نظر دسترسی به اتوبوس و مترو عالی هست .,1,از نظر دسترسی به اتوبوس و مترو عالی هست.
یک مشکلی دارد و آن هم اینکه نورگیر اتاقی که ما بودیم افتضاح بود .,0,یک مشکلی دارد و آن هم اینکه نورگیر اتاقی که ما بودیم افتضاح بود.
کارکنان محترمانه برخورد کردند .,1,کارکنان محترمانه برخورد کردند.
کیفیت غذا و صبحانه خوب بود .,1,کیفیت غذا و صبحانه خوب بود.
بچه‌‌های خدمات بسیار محترمانه برخورد کردند .,1,بچه‌های خدمات بسیار محترمانه برخورد کردند.
فاصله از حرم کم .,1,فاصله از حرم کم.
خوبی هتل این بود که در نزدیکی ایستگاه بی‌آرتی بود .,1,خوبی هتل این بود که در نزدیکی ایستگاه بی‌آرتی بود.
واقعا هتل خوبی بود .,1,واقعا هتل خوبی بود.
به نظرم نسبت به قیمت ، هتل خوبی بود .,1,به نظرم نسبت به قیمت، هتل خوبی بود.
بسیار عالی و تمیز .,1,بسیار عالی و تمیز.
برخورد کارکنان هم خوب بود .,1,برخورد کارکنان هم خوب بود.
نظافت برای ما خیلی اهمیت داشت که فوق‌العاده بود .,1,نظافت برای ما خیلی اهمیت داشت که فوق‌العاده بود.
این هتل بسیار خوب بود .,1,این هتل بسیار خوب بود.
امکانات خوبی داشت .,1,امکانات خوبی داشت.
طرز برخورد کارکنان عالی .,1,طرز برخورد کارکنان عالی.
غذا‌‌ها هم بسیار عالی بود .,1,غذا‌ها هم بسیار عالی بود.
در کل عالی هست .,1,در کل عالی هست.
همه چیز خوب بود .,1,همه چیز خوب بود.
خدایی تنوع غذای کم بود .,1,خدایی تنوع غذای کم بود.
در ضمن روبروی هتل صافکاری بود که سروصدا زیاد بود .,1,در ضمن روبروی هتل صافکاری بود که سروصدا زیاد بود.
هتل بسیار خوب .,1,هتل بسیار خوب.
از خدمات ارائه شده بسیار راضی هستم .,1,از خدمات ارائه‌شده بسیار راضی هستم.
تشکر ویژه دارم از ریسپشن خوش برخورد و خوشروی هتل میامی و دیگر همکاران که با صبر و حوصله و روی خوش لحظات خوبی برای مسافران محیا می‌کنند .,1,تشکر ویژه دارم از ریسپشن خوش‌برخورد و خوشروی هتل میامی و دیگر همکاران که با صبر و حوصله و روی خوش لحظات خوبی برای مسافران محیا می‌کنند.
هتلی مناسب با قیمت مناسب در مشهد .,1,هتلی مناسب با قیمت مناسب در مشهد.
رعایت کردن اصول هتلداری و برخورد خوب با مهمانان هتل .,1,رعایت کردن اصول هتلداری و برخورد خوب با مهمانان هتل.
هتل از همه نظر عالی .,1,هتل از همه نظر عالی.
کلا بد نبود .,1,کلا بد نبود.
امکانات متوسط بود .,0,امکانات متوسط بود.
تمیزی هتل متوسط .,0,تمیزی هتل متوسط.
تقریبا قابل قبول بود .,1,تقریبا قابل‌قبول بود.
هتل بسیار خوبی بود .,1,هتل بسیار خوبی بود.
نسبت به قیمت خیلی خوب بود .,1,نسبت به قیمت خیلی خوب بود.
صبحانه خوبی هم داشت .,1,صبحانه خوبی هم داشت.
برخورد پرسنل هم خوب بود .,1,برخورد پرسنل هم خوب بود.
به نظر بنده هتل میامی خوب است .,1,به نظر بنده هتل میامی خوب است.
محیطی دلنشین و جذاب دارد .,1,محیطی دلنشین و جذاب دارد.
نداشتن پارکینگ .,1,نداشتن پارکینگ.
کمبود نور در بعضی اتاق‌ها .,1,کمبود نور در بعضی اتاق‌ها.
اتاق‌های شمالی هتل که رو به کوچه هست سرو صدای زیادی دارد .,0,اتاق‌های شمالی هتل که رو به کوچه هست سرو صدای زیادی دارد.
همه موارد خوب و رضایت بخش بودند .,1,همه موارد خوب و رضایت‌بخش بودند.
در کل هتل دوست‌داشتنی است .,1,در کل هتل دوست‌داشتنی است.
همه چیز در هتل میامی مناسب بود غیر از کیفیت غذا در حالی که قیمت بالایی هم داشت .,1,همه چیز در هتل میامی مناسب بود غیر از کیفیت غذا در حالی که قیمت بالایی هم داشت.
بین کیفیت غذا و قیمت تناسب وجود نداشت .,0,بین کیفیت غذا و قیمت تناسب وجود نداشت.
برخورد پرسنل محترمانه بود .,1,برخورد پرسنل محترمانه بود.
هتل تقریبا شیک ، نوساز و تمیز بود .,1,هتل تقریبا شیک، نوساز و تمیز بود.
صبحانه هتل در حد هتل سه ستاره قابل قبول بود .,1,صبحانه هتل در حد هتل سه ستاره قابل‌قبول بود.
تنها ایراد اینکه در اتاق‌ها وای فای قابل‌دسترسی نبود .,0,تنها ایراد اینکه در اتاق‌ها وای فای قابل‌دسترسی نبود.
امکانات و فضای هتل خوب و تمیز بود .,1,امکانات و فضای هتل خوب و تمیز بود.
مشکل پارکینگ و وای فای درطبقات بود .,0,مشکل پارکینگ و وای فای درطبقات بود.
در کل راضی بودیم .,1,در کل راضی بودیم.
خوب و دوست‌داشتنی .,1,خوب و دوست‌داشتنی.
بقیه چیز‌ها خیلی خوب بود .,1,بقیه چیز‌ها خیلی خوب بود.
نحوه برخورد پرسنل بسیارخوب ، عالی و حرفه‌ای .,1,نحوه برخورد پرسنل بسیارخوب، عالی و حرفه‌ای.
واقعا از برخورد عالی بخش پشتیبانی هتل که با داخلی ١۰۰ از اتاق با آنها ارتباط می‌گرفتیم سپاسگزارم .,1,واقعا از برخورد عالی بخش پشتیبانی هتل که با داخلی ۱۰۰ از اتاق با آنها ارتباط می‌گرفتیم سپاسگزارم.
این هتل صبحانه خوبی دارد .,1,این هتل صبحانه خوبی دارد.
موقیت عالی .,1,موقیت عالی.
برخورد عالی .,1,برخورد عالی.
اتاق‌ها خوب .,1,اتاق‌ها خوب.
سرویس متوسط .,0,سرویس متوسط.
غذا عالی .,1,غذا عالی.
کارکنان بسیار منظم و در جایگاه کاری خود .,1,کارکنان بسیار منظم و در جایگاه کاری خود.
هتل هم عالی بود .,1,هتل هم عالی بود.
از لحاظ کیفیت غذایی و رفتار مناسب کارکنان خوب بود .,1,از لحاظ کیفیت غذایی و رفتار مناسب کارکنان خوب بود.
خوب بود .,1,خوب بود.
هتل بسیار خوب بود .,1,هتل بسیار خوب بود.
از لحاظ کیفیت صبحانه و تنوع هم خیلی خوب بود .,1,از لحاظ کیفیت صبحانه و تنوع هم خیلی خوب بود.
نمای اتاق‌هایی که رو به شهر نبود هم بسیار دلگیر بود .,0,نمای اتاق‌هایی که رو به شهر نبود هم بسیار دلگیر بود.
بقیه موارد راضی کننده بود .,1,بقیه موارد راضی‌کننده بود.
اتاقی که اختصاص یافته بود مناسب نبود .,0,اتاقی که اختصاص‌یافته بود مناسب نبود.
همه اتاق‌ها خوب نیستند .,0,همه اتاق‌ها خوب نیستند.
برخی اتاق‌‌ها سرویس بهداشتی مناسب ندارند .,0,برخی اتاق‌ها سرویس بهداشتی مناسب ندارند.
عالی بود .,1,عالی بود.
برخورد کارکنان بسیار خوب و مودبانه بود .,1,برخورد کارکنان بسیار خوب و مودبانه بود.
هتل بسیار آرام و تمیز بود .,1,هتل بسیار آرام و تمیز بود.
متاسفانه کیفیت غذا بسیار پایین بود .,0,متاسفانه کیفیت غذا بسیار پایین بود.
مجموعه آبی و اسپ‌ها عالی بود .,1,مجموعه آبی و اسپ‌ها عالی بود.
ارتباط با بخش‌های مختلف هتل و کارکنان خوب بود .,0,ارتباط با بخش‌های مختلف هتل و کارکنان خوب بود.
هتل خیلی خوبی بود چه از لحاظ پاکیزگی و برخورد پرسنل و چه امکانات .,1,هتل خیلی خوبی بود چه از لحاظ پاکیزگی و برخورد پرسنل و چه امکانات.
در کل خیلی راضی بودیم .,1,در کل خیلی راضی بودیم.
یکی غیرحرفه‌ای بودن کافی‌شاپ هتل که در حد و انتظارات یک هتل بین‌المللی نبود .,0,یکی غیرحرفه‌ای بودن کافی‌شاپ هتل که در حد و انتظارات یک هتل بین‌المللی نبود.
کیفیت بد غذا .,0,کیفیت بد غذا.
بقیه موارد خیلی خوب بود .,1,بقیه موارد خیلی خوب بود.
شارژ لوازم بهداشتی ضعیف به خصوص دستمال‌کاغذی .,0,شارژ لوازم بهداشتی ضعیف به خصوص دستمال‌کاغذی.
نظافت اتاق توسط کارکنان ضعیف .,0,نظافت اتاق توسط کارکنان ضعیف.
غذا و صبحانه عالی .,1,غذا و صبحانه عالی.
کارکنان خوب .,1,کارکنان خوب.
واقعا در شان یک همچین هتل خوبی نیست .,0,واقعا در شان یک همچین هتل خوبی نیست.
صبحانه هتل از نظر کمیت بسیار کامل و متنوع می‌باشد .,1,صبحانه هتل از نظر کمیت بسیار کامل و متنوع می‌باشد.
از نظر کیفیت در حد متوسط می‌باشد .,0,از نظر کیفیت در حد متوسط می‌باشد.
همه چیز عالی بود .,1,همه چیز عالی بود.
کارکنان هتل هم خیلی خوش برخورد بودند .,1,کارکنان هتل هم خیلی خوش‌برخورد بودند.
من نهایت رضایت کامل از هتل و پرسنل دارم .,1,من نهایت رضایت کامل از هتل و پرسنل دارم.
نسبت به هزینه خوب نبود .,0,نسبت به هزینه خوب نبود.
هتل هم بوی کهنگی می‌داد .,0,هتل هم بوی کهنگی می‌داد.
اتاق‌‌های هتل و برخورد کارکنان خیلی خوب .,1,اتاق‌های هتل و برخورد کارکنان خیلی خوب.
شاید بهتر باشد بگویم عالی بود .,1,شاید بهتر باشد بگویم عالی بود.
از بابت تمیزی و آرامش هتل خیلی خوبی بود .,1,از بابت تمیزی و آرامش هتل خیلی خوبی بود.
برخورد پرسنل مناسب بودند .,1,برخورد پرسنل مناسب بودند.
مشکل نداشتن حیاط با نزدیکی هتل به حرم قابل اغماض بود .,1,مشکل نداشتن حیاط با نزدیکی هتل به حرم قابل اغماض بود.
تعداد آسانسور و سرعت حرکت نسبت به تعداد طبقات و مسافر‌ها کم بود .,1,تعداد آسانسور و سرعت حرکت نسبت به تعداد طبقات و مسافر‌ها کم بود.
حجم اینترنت محدود بود .,0,حجم اینترنت محدود بود.
نسبت به هزینه‌ای که دادیم خوب نبود .,0,نسبت به هزینه‌ای که دادیم خوب نبود.
اینترنت  رایگان نبود .,0,اینترنت رایگان نبود.
راضی نبودم .,0,راضی نبودم.
رفتار پرسنل رستوران عالی بود .,1,رفتار پرسنل رستوران عالی بود.
رفتار پرسنل جلوی درب بسیار عالی بود .,1,رفتار پرسنل جلوی درب بسیار عالی بود.
متاسفانه یکی از پرسنل اطلاعات این هتل رفتار آماتوری داشتند .,0,متاسفانه یکی از پرسنل اطلاعات این هتل رفتار آماتوری داشتند.
اسقبال و رسیدگی کارکنان خیلی خوب بود .,1,اسقبال و رسیدگی کارکنان خیلی خوب بود.
برخورد مناسب کارکنان هتل .,1,برخورد مناسب کارکنان هتل.
غذای خوب رستوران قصر .,1,غذای خوب رستوران قصر.
خوب بود .,1,خوب بود.
همه چیز خوب .,1,همه چیز خوب.
برخورد بسیار خوب هنگام ورود به فرودگاه و ترانسفر تا هتل .,1,برخورد بسیار خوب هنگام ورود به فرودگاه و ترانسفر تا هتل.
پذیرایی عالی در هنگام ورود به هتل و حین پذیرش .,1,پذیرایی عالی در هنگام ورود به هتل و حین پذیرش.
امکانات اتاق عالی .,1,امکانات اتاق عالی.
صبحانه بدون کم و کسری .,1,صبحانه بدون کم و کسری.
برخورد بسیار خوب پرسنل .,1,برخورد بسیار خوب پرسنل.
هتل بسیار خوب بود .,1,هتل بسیار خوب بود.
از همه چیز راضی بودم .,1,از همه چیز راضی بودم.
مقدار حجم کمی از اینترنت رایگان بود .,0,مقدار حجم کمی از اینترنت رایگان بود.
اینترنت نامناسب .,0,اینترنت نامناسب.
آماده کردن اتاق قبل از ورود مهمان بسیار ضعیف .,0,آماده کردن اتاق قبل از ورود مهمان بسیار ضعیف.
امکانات از قبیل تخت برای نفر اضاف بسیار بد بود .,0,امکانات از قبیل تخت برای نفر اضاف بسیار بد بود.
نظافت خوب .,1,نظافت خوب.
سرویس‌دهی خوب .,1,سرویس‌دهی خوب.
برخورد پرسنل خوب بود .,1,برخورد پرسنل خوب بود.
آسانسور‌ها فرسوده .,0,آسانسور‌ها فرسوده.
در طبقه هفت صدای تاسیسات از بام به گوش می‌رسید که آزاردهنده بود .,0,در طبقه هفت صدای تاسیسات از بام به گوش می‌رسید که آزاردهنده بود.
معماری هتل بیشتر به شکل بازاری و بدون تفکر بود .,0,معماری هتل بیشتر به شکل بازاری و بدون تفکر بود.
موقعیت مکانی این هتل خوب بود .,1,موقعیت مکانی این هتل خوب بود.
کیفیت پایین غذای رستوران مرسده که به هتل هم اعلام کردم .,0,کیفیت پایین غذای رستوران مرسده که به هتل هم اعلام کردم.
سلام اینترنت راضی کننده نبود .,0,سلام اینترنت راضی‌کننده نبود.
خوب بود .,1,خوب بود.
خدمات ارائه ‌شده از‌سوی آنان قابل قبول و عالی بود .,1,خدمات ارائه‌شده از‌سوی آنان قابل‌قبول و عالی بود.
هتل قصر بسیار عالی است .,1,هتل قصر بسیار عالی است.
کادر هتل بسیار مجرب هستند .,1,کادر هتل بسیار مجرب هستند.
برخورد عالی و محترامانه با میهمانان دارند .,1,برخورد عالی و محترامانه با میهمانان دارند.
بسیار عالی است .,1,بسیار عالی است.
چون اتاق ما بین دو اتاق دیگر بود که در آن‌ها خانواده با کودک اقامت داشتند و سرو صدای آن‌ها مقداری آزاردهنده بود .,0,چون اتاق ما بین دو اتاق دیگر بود که در آن‌ها خانواده با کودک اقامت داشتند و سرو صدای آن‌ها مقداری آزاردهنده بود.
کارکنان زحمت کش و خوش برخورد .,1,کارکنان زحمت‌کش و خوش‌برخورد.
اینترنت کمی مشکل داشت .,0,اینترنت کمی مشکل داشت.
خیلی از همه نظر راضی هستم از هتل .,1,خیلی از همه نظر راضی هستم از هتل.
همه چیز هتل بسیار عالی بود خصوصا اتاقی که ما اقامت داشتیم .,1,همه چیز هتل بسیار عالی بود خصوصا اتاقی که ما اقامت داشتیم.
هتل بسیار خوبی است .,1,هتل بسیار خوبی است.
 کمبود فضای پارکینگ.,0,کمبود فضای پارکینگ.
در کل هتل خیلی خوبی بود .,1,در کل هتل خیلی خوبی بود.
قیمت مناسب .,1,قیمت مناسب.
کیفیت صبحانه بسیار بالا بود .,1,کیفیت صبحانه بسیار بالا بود.
فست فود هتل کیفیت پایین .,0,فست فود هتل کیفیت پایین.
فست فود هتل قیمت بسیار بالا .,0,فست فود هتل قیمت بسیار بالا.
سرویس‌‌ها بسیار تمیز و به خصوص سرویس ایرانی در طبقات لابی .,1,سرویس‌ها بسیار تمیز و به خصوص سرویس ایرانی در طبقات لابی.
طراحی مناسب برای تخت خواب به ویژه سقف آینه‌ایی .,1,طراحی مناسب برای تخت خواب به ویژه سقف آینه‌ایی.
کندی رسپشن در هنگام تحویل دادن و تحویل گرفتن اتاق .,0,کندی رسپشن در هنگام تحویل دادن و تحویل گرفتن اتاق.
مواد خوراکی در مینی بار اتاق قیمتی غیرمعقول دارد .,0,مواد خوراکی در مینی بار اتاق قیمتی غیرمعقول دارد.
اقامتی با کلاس و خوب و ماندگار .,1,اقامتی با کلاس و خوب و ماندگار.
عالی .,1,عالی.
نسبتا خوب .,1,نسبتا خوب.
از نظر نظافت عالی بود .,1,از نظر نظافت عالی بود.
اینترنت اتاق خیلی ضعیف بود .,0,اینترنت اتاق خیلی ضعیف بود.
کیفیت غذای رستوران مرسده خیلی خیلی پایین بود .,0,کیفیت غذای رستوران مرسده خیلی خیلی پایین بود.
برخورد پرسنل عالی .,1,برخورد پرسنل عالی.
منوی صبحانه عالی و متنوع .,1,منوی صبحانه عالی و متنوع.
من جوجه چینی خوردم که زیاد جالب نبود .,0,من جوجه چینی خوردم که زیاد جالب نبود.
کافی‌شاپ خوب بود.,1,کافی‌شاپ خوب بود.
در کافی‌شاپ قیمت‌‌ها بالا بود .,0,در کافی‌شاپ قیمت‌ها بالا بود.
استخر زیاد خوب نبود .,0,استخر زیاد خوب نبود.
صبحانه عالی و کم نظیر بود .,1,صبحانه عالی و کم‌نظیر بود.
برخورد پرسنل خوب بود .,1,برخورد پرسنل خوب بود.
همکاری پرسنل عالی بود .,1,همکاری پرسنل عالی بود.
سرویس و تمیزی و بهداشت هتل عالی بود .,1,سرویس و تمیزی و بهداشت هتل عالی بود.
سیستم آی‌پی تی‌وی خیلی جالب و به درد بخور بود .,1,سیستم آی‌پی تی‌وی خیلی جالب و به درد بخور بود.
امکانات خیلی خیلی عالی بود .,1,امکانات خیلی خیلی عالی بود.
بسیار اقامت خوبی بود .,1,بسیار اقامت خوبی بود.
تنها ضعف هتل ظرفیت کم اینترنت بود که حجم اضافه باید خریداری می‌گردید .,0,تنها ضعف هتل ظرفیت کم اینترنت بود که حجم اضافه باید خریداری می‌گردید.
کیفیت غذای رستوران هتل پایین بود .,0,کیفیت غذای رستوران هتل پایین بود.
روابط ‌عمومی بالای عمده کارکنان هتل.,1,روابط عمومی بالای عمده کارکنان هتل.
رفتار هتل و امکانات هتل در حد متوسط بود .,0,رفتار هتل و امکانات هتل در حد متوسط بود.
آبمیوه طبیعی با قیمت مجزا  برای من خوشایند نبود .,0,آبمیوه طبیعی با قیمت مجزا برای من خوشایند نبود.
حس خوبی القا نمی‌کرد .,0,حس خوبی القا نمی‌کرد.
متوسط .,0,متوسط.
در مجموع هتل خوبی بود .,1,در مجموع هتل خوبی بود.
استقبال فرودگاهی و برخورد خوب عوامل پذیرش از نقاط قوت هتل بود .,1,استقبال فرودگاهی و برخورد خوب عوامل پذیرش از نقاط قوت هتل بود.
فاصله تا حرم نسبتا مناسب است ۱۰ تا ۱۵ دقیقه پیاده روی .,1,فاصله تا حرم نسبتا مناسب است ۱۰ تا ۱۵ دقیقه پیاده‌روی.
کیفیت غذا خوب است .,1,کیفیت غذا خوب است.
محیط آرامی دارد .,1,محیط آرامی دارد.
بخش‌‌های مختلف هتل عالی .,1,بخش‌های مختلف هتل عالی.
رفتار و برخورد کارکنان در بخش‌های مربوطه کاملا مودبانه و همراه بااحترام بود .,1,رفتار و برخورد کارکنان در بخش‌های مربوطه کاملا مودبانه و همراه بااحترام بود.
برخورد پرسنل هتل از بدو ورود و در صبحانه خوری و هم در رستوران‌‌ها صورت خوبی بود .,1,برخورد پرسنل هتل از بدو ورود و در صبحانه خوری و هم در رستوران‌ها صورت خوبی بود.
بااحترام با مسافران برخورد می‌کردند .,1,بااحترام با مسافران برخورد می‌کردند.
 سرویس بهداشتی و حمام با پرده از هم جدا شده‌اند که به نظر من جالب نبود .,0,سرویس بهداشتی و حمام با پرده از هم جدا شده‌اند که به نظر من جالب نبود.
همه امکانات هتل عالی و فوق‌العاده بود .,1,همه امکانات هتل عالی و فوق‌العاده بود.
خوب بود .,1,خوب بود.
موقعیت مکانی هتل عالی است .,1,موقعیت مکانی هتل عالی است.
پرسنل بسیار خونگرم که در ارائه خدمات کوتاهی نمی‌کنند .,1,پرسنل بسیار خونگرم که در ارائه خدمات کوتاهی نمی‌کنند.
صبحانه بسیار عالی و متنوع .,1,صبحانه بسیار عالی و متنوع.
هتل با امکانات مناسب .,1,هتل با امکانات مناسب.
نزدیک حرم .,1,نزدیک حرم.
مناسب خانواده به همراه غذا‌های متنوع .,1,مناسب خانواده به همراه غذا‌های متنوع.
هتل مناسب بود .,1,هتل مناسب بود.
همه چیز خوب و در خور انتظار .,1,همه چیز خوب و در خور انتظار.
تمام بخش‌ها عالی بود .,1,تمام بخش‌ها عالی بود.
بخش‌‌ها در حد خوب .,1,بخش‌ها در حد خوب.
کارکنان در حد عالی .,1,کارکنان در حد عالی.
از همه نظر هتل عالی بود مخصوصا برخورد کارکنان .,1,از همه نظر هتل عالی بود مخصوصا برخورد کارکنان.
من از طرف خودم وخانواده‌ام کمال تشکر را از سایت ایران هتل وپرسنل زحمتکش هتل قصر دارم .,1,من از طرف خودم وخانواده‌ام کمال تشکر را از سایت ایران هتل وپرسنل زحمتکش هتل قصر دارم.
این بار که بعد از بازسازی هتل رفتم خیلی خوشم آمد .,1,این بار که بعد از بازسازی هتل رفتم خیلی خوشم آمد.
با توجه به اینکه اقامت کوتاه بود ولی لذت بردم .,1,با توجه به اینکه اقامت کوتاه بود ولی لذت بردم.
کارکنان هتل برخورد خیلی خوب داشتتن .,1,کارکنان هتل برخورد خیلی خوب داشتتن.
هتل خوبی بود .,1,هتل خوبی بود.
امکانات خوب و مناسبی داشت .,1,امکانات خوب و مناسبی داشت.
صبحانه بسیار عالی بود .,1,صبحانه بسیار عالی بود.
کیفیت وعده‌‌های شام و نهار بسیار معمولی و گران بود .,0,کیفیت وعده‌های شام و نهار بسیار معمولی و گران بود.
پذیرایی با شربت در هنگام ورود بسیار عالی است .,1,پذیرایی با شربت در هنگام ورود بسیار عالی است.
غذای رستوران عالی .,1,غذای رستوران عالی.
اتاقها مرتب و تمیز .,1,اتاقها مرتب و تمیز.
خدمات و اطلاعات رسانی و برخورد کارکنان هم خوب .,1,خدمات و اطلاعات رسانی و برخورد کارکنان هم خوب.
بخش ماساژ خیلی خوب بود .,1,بخش ماساژ خیلی خوب بود.
عالی .,1,عالی.
فضای حمام و دوش گرفتن خیلی کم بود .,1,فضای حمام و دوش گرفتن خیلی کم بود.
برخورد کارکنان هتل بسیار خوب بود .,1,برخورد کارکنان هتل بسیار خوب بود.
توضیحات ارائه‌شده توسط راهنمای اتاق خیلی با عجله و ناکافی بود .,0,توضیحات ارائه‌شده توسط راهنمای اتاق خیلی با عجله و ناکافی بود.
هتل از لحاظ پاکیزگی در سطح خوبی است .,1,هتل از لحاظ پاکیزگی در سطح خوبی است.
هتل فاصله کمی تا حرم دارد .,0,هتل فاصله کمی تا حرم دارد.
فاصله زیادی تا فروشگاه‌‌ها و رستوران‌‌های بزرگ مشهد دارد .,0,فاصله زیادی تا فروشگاه‌ها و رستوران‌های بزرگ مشهد دارد.
با توجه به ساخت و ساز‌‌ها در کنار هتل منظره اتاق‌‌های مشرف به محل ساخت و ساز اصلا مناسب نیست .,0,با توجه به ساخت و ساز‌ها در کنار هتل منظره اتاق‌های مشرف به محل ساخت و ساز اصلا مناسب نیست.
نزدیکی به حرم .,0,نزدیکی به حرم.
سرویس حمل و نقل مناسب .,1,سرویس حمل و نقل مناسب.
آرامش کامل محیط .,1,آرامش کامل محیط.
کارمندان خوش اخلاق .,1,کارمندان خوش‌اخلاق.
کیفیت غذلی عالی .,1,کیفیت غذلی عالی.
قیمت بالای برخی سرویس‌‌ها نسبت به سایر هتلها .,1,قیمت بالای برخی سرویس‌ها نسبت به سایر هتلها.
کمبود امکانات مربوط به غذاخوری در اتاق .,1,کمبود امکانات مربوط به غذاخوری در اتاق.
در مجموع رضایت از اقامت حاصل گردید .,1,در مجموع رضایت از اقامت حاصل گردید.
برخورد کارکنان هتل خوب بود مخصوصا عزیزانی که در بخش خدمات بودند .,1,برخورد کارکنان هتل خوب بود مخصوصا عزیزانی که در بخش خدمات بودند.
سرعت پذیرش و تسویه مثال‌زدنی بود .,1,سرعت پذیرش و تسویه مثال‌زدنی بود.
برخورد کارکنان بسیار عالی است .,1,برخورد کارکنان بسیار عالی است.
صبحانه خوب بود .,1,صبحانه خوب بود.
کیفیت غذای رستوران نیز خیلی خوب .,1,کیفیت غذای رستوران نیز خیلی خوب.
یک مقدار گران است .,0,یک مقدار گران است.
